Project_Size,Project_name,Number_Of_Opened_Issues_Before,Number_Of_Closed_Issues_Before,Time_To-Closed_Issues_Before,Number_Of_Opened_Pulls_Before,Number_Of_Closed_Pulls_Before,Time_To_Closed_Pulls_Before,Number_Of_Merged_Pulls_Before,Time_To_Merged_Pulls_Before,Sonar_Cloud_Adoption_Date,STARS,Project_Age,Programming_Language,Number_Of_Closed_Issues_After,Number_Of_Opened_Issues_After,Time_To-Closed_Issues_After,Number_Of_Opened_Pulls_After,Number_Of_Closed_Pulls_After,Time_To_Closed_Pulls_After,Number_Of_Merged_Pulls_After,Time_To_Merged_Pulls_After,Month_Year_Before,Month_Year_After
3,24,0,0,0,0,0,0,0,0,2021-12-01,336,22.01051248,7,19,0,58141.96667,0,16,33441.76667,16,33441.73333,2020-07-01,2022-07-01
3,24,0,0,0,0,0,0,0,0,2021-12-01,336,22.01051248,7,25,0,214666.6333,0,20,132024.2,19,69042.8,2020-08-01,2022-08-01
3,24,0,1,11416.7,0,1,11416.7,1,11416.7,2021-12-01,336,22.01051248,7,21,2,1246921.667,0,14,131200.8,13,60204.36667,2020-09-01,2022-09-01
3,24,0,2,54714.18333,0,2,54714.18333,1,30180.35,2021-12-01,336,22.01051248,7,26,1,2281036.367,0,15,264144.8,12,176861.3667,2020-10-01,2022-10-01
3,24,0,7,13801.61667,0,7,13801.61667,6,10962.3,2021-12-01,336,22.01051248,7,25,1,937140.4833,0,15,26870.58333,15,26870.53333,2020-11-01,2022-11-01
3,24,0,10,40090.15,0,10,40090.15,9,40089.43333,2021-12-01,336,22.01051248,7,21,11,1965328.917,0,13,153631.3333,12,104714.15,2020-12-01,2022-12-01
3,24,0,12,66768.68333,0,12,66768.68333,11,59733.03333,2021-12-01,336,22.01051248,7,22,3,1094687.667,0,16,96584.61667,15,64928.13333,2021-01-01,2023-01-01
3,24,0,14,337881.5833,0,10,152318.3,9,146915.7333,2021-12-01,336,22.01051248,7,35,0,1034848.717,0,21,62624.98333,20,62509.28333,2021-02-01,2023-02-01
3,24,6,51,14921421.17,0,20,97201.53333,19,44168.26667,2021-12-01,336,22.01051248,7,23,0,435996.8833,0,17,52586.33333,16,51611.68333,2021-03-01,2023-03-01
3,24,2,19,1537342.5,0,15,79459.58333,14,70445.18333,2021-12-01,336,22.01051248,7,19,0,899890.3333,0,15,201624.55,13,91580.86667,2021-04-01,2023-04-01
3,24,1,48,14044046.12,0,25,103835.2167,23,101456.8167,2021-12-01,336,22.01051248,7,21,1,200616.3333,0,18,80357.5,15,75661.16667,2021-05-01,2023-05-01
3,24,0,46,2547322.817,0,31,84589.5,30,77866.76667,2021-12-01,336,22.01051248,7,33,0,1392305.483,0,20,323989.7167,19,68611.88333,2021-06-01,2023-06-01
3,24,2,22,2934407.5,0,13,179210.8833,12,104130.3833,2021-12-01,336,22.01051248,7,31,6,997460.3833,0,21,353906.5833,19,142148.1833,2021-07-01,2023-07-01
3,24,1,40,4333293.117,0,26,73258.21667,26,73258.16667,2021-12-01,336,22.01051248,7,29,0,449183.35,0,21,64664.7,21,64664.65,2021-08-01,2023-08-01
3,24,1,18,533092.1667,0,14,196300.3667,13,193941.2333,2021-12-01,336,22.01051248,7,19,1,559700.3667,0,14,66072.43333,14,66072.43333,2021-09-01,2023-09-01
3,24,0,57,2630376.317,0,45,202534,39,131697.6167,2021-12-01,336,22.01051248,7,35,0,225802.0833,0,32,175989.5667,26,174978.2333,2021-10-01,2023-10-01
3,24,5,58,5507946.767,0,36,121974.7333,35,121965.1333,2021-12-01,336,22.01051248,7,38,0,132468.7667,0,32,108595.45,25,101684.5167,2021-11-01,2023-11-01
3,26,0,59,1601159.167,0,41,1365990.7,37,116150.0833,2021-11-01,2199,64.61892247,6,53,1,2055229,0,37,1382713.217,29,843388.0333,2019-05-01,2021-12-01
3,26,2,39,592406.7,0,24,170153.2667,23,116522.2,2021-11-01,2199,64.61892247,6,54,0,1324088.517,0,39,1223965.2,34,335928.9667,2019-06-01,2022-01-01
3,26,0,37,3431999.85,0,28,711936.95,25,101959,2021-11-01,2199,64.61892247,6,51,2,3286511.267,0,38,1333834.383,33,1274090.183,2019-07-01,2022-02-01
3,26,0,55,593109.4167,0,43,197925.6833,42,193165.95,2021-11-01,2199,64.61892247,6,37,0,3489883.85,0,22,702116.8167,15,484880.8333,2019-08-01,2022-03-01
3,26,0,88,8057095.583,0,58,296945.2667,55,290224.5667,2021-11-01,2199,64.61892247,6,31,0,1489132.25,0,20,500486.35,18,245592.2,2019-09-01,2022-04-01
3,26,0,84,5175952.833,0,56,1562759.083,53,248878.2833,2021-11-01,2199,64.61892247,6,28,0,2807963.65,0,18,608225.2333,18,608225.2333,2019-10-01,2022-05-01
3,26,0,42,2015154.55,0,34,761923.7333,30,698441.8833,2021-11-01,2199,64.61892247,6,26,1,1729406.183,0,17,601004.85,17,601004.8167,2019-11-01,2022-06-01
3,26,1,16,311923.7833,0,10,45534.48333,8,45329.38333,2021-11-01,2199,64.61892247,6,20,0,862368.1833,0,12,641919.1667,9,559222.3833,2019-12-01,2022-07-01
3,26,0,19,570816.3667,0,11,477610.85,10,295632.45,2021-11-01,2199,64.61892247,6,22,0,1367795.167,0,13,881725.5,10,482482.9,2020-01-01,2022-08-01
3,26,1,34,1893494.183,0,27,369371.1833,26,273442.4,2021-11-01,2199,64.61892247,6,13,1,264108.1167,0,7,172406.9,7,172406.8833,2020-02-01,2022-09-01
3,26,0,45,1941480.1,0,34,340878.1333,30,277383.5333,2021-11-01,2199,64.61892247,6,34,0,1297801.65,0,27,152859.0333,24,150137.1333,2020-03-01,2022-10-01
3,26,0,48,992273.5833,0,37,729148.9667,34,547968.9167,2021-11-01,2199,64.61892247,6,38,1,204003.2167,0,34,124704.0667,31,114862.3167,2020-04-01,2022-11-01
3,26,1,42,936999.6167,0,16,162706.9833,14,157573.1333,2021-11-01,2199,64.61892247,6,88,1,819544.25,0,70,159863.4667,67,149953.8167,2020-05-01,2022-12-01
3,26,1,60,3151827.633,0,29,1135660.5,23,234809.85,2021-11-01,2199,64.61892247,6,97,3,2999807.583,2,69,570149.3667,64,473839.0167,2020-06-01,2023-01-01
3,26,0,42,1959912.05,0,22,137487.7667,20,74637.71667,2021-11-01,2199,64.61892247,6,61,1,1748694.783,0,39,675228.8833,32,206663.7167,2020-07-01,2023-02-01
3,26,0,25,875447.45,0,10,156233.7667,9,88722.71667,2021-11-01,2199,64.61892247,6,31,0,974676.7833,0,22,274612.4333,20,152532.1,2020-08-01,2023-03-01
3,26,0,16,477258.3833,0,11,153202.65,8,132436.9167,2021-11-01,2199,64.61892247,6,32,2,1075515.817,0,23,294028.2667,21,102941.75,2020-09-01,2023-04-01
3,26,0,78,3145821.917,0,64,2168207.683,44,293539.8667,2021-11-01,2199,64.61892247,6,30,2,646704.7,0,17,91061.9,16,91043.16667,2020-10-01,2023-05-01
3,26,0,35,3526583.617,0,23,447979.8333,19,235526.9,2021-11-01,2199,64.61892247,6,33,2,704774.9833,1,27,225099.8667,27,225099.8167,2020-11-01,2023-06-01
3,26,0,66,3096610.533,0,53,725197.6667,48,721790.8833,2021-11-01,2199,64.61892247,6,29,4,255063.2833,0,23,169932.4167,23,169932.3833,2020-12-01,2023-07-01
3,26,0,34,4294456.767,0,15,843705.2667,15,843705.25,2021-11-01,2199,64.61892247,6,23,0,388358.3333,0,21,387850.5167,18,367566.3667,2021-01-01,2023-08-01
3,26,0,28,541993.5,0,15,313906.6833,14,290323.3667,2021-11-01,2199,64.61892247,6,27,4,251990.1333,3,26,240072.3667,22,110596.5,2021-02-01,2023-09-01
3,26,0,31,2894949.233,0,20,813874.8833,18,517264.05,2021-11-01,2199,64.61892247,6,29,0,400147.6,0,26,337298.8167,24,272831.3,2021-03-01,2023-10-01
3,26,0,22,2133614.017,0,13,1790753.333,12,1525419.583,2021-11-01,2199,64.61892247,6,27,1,281508.4333,1,21,104785.4833,19,64037.95,2021-04-01,2023-11-01
3,26,0,19,1933780.967,0,11,1441521.117,8,497232.6333,2021-11-01,2199,64.61892247,6,66,1,775520.05,1,58,655472.5667,52,431836.65,2021-05-01,2023-12-01
3,26,0,24,368288.95,0,16,247647.2833,15,223299,2021-11-01,2199,64.61892247,6,57,3,750920.7667,1,44,376949.7167,39,323861.4,2021-06-01,2024-01-01
3,26,0,16,1164614.183,0,7,952143.0167,5,282056.7167,2021-11-01,2199,64.61892247,6,44,0,539533.1833,0,32,255806.1667,27,248805.7167,2021-07-01,2024-02-01
3,26,0,33,3562187.117,0,21,624389.35,18,524664.2167,2021-11-01,2199,64.61892247,6,43,0,676110.0667,0,27,261280.8333,23,88300.88333,2021-08-01,2024-03-01
3,26,0,20,1443566.933,0,7,189189.7833,7,189189.7667,2021-11-01,2199,64.61892247,6,55,1,430623.5333,0,36,191643.75,32,174012.25,2021-09-01,2024-04-01
3,26,0,33,1663851.483,0,19,851068.05,13,557165.7833,2021-11-01,2199,64.61892247,6,43,11,161368.1333,7,35,134854.7167,35,134854.7,2021-10-01,2024-05-01
3,27,0,44,25522.8,0,37,9193.333333,32,7682.166667,2022-07-01,752,12.81208936,9,107,0,763193.5333,0,67,312550.9833,61,307748.4833,2021-06-01,2022-08-01
3,27,0,9,162429.5167,0,4,1667.066667,4,1667.05,2022-07-01,752,12.81208936,9,61,0,515212.3,0,34,264513.7167,33,40109.63333,2021-07-01,2022-09-01
3,27,0,90,435104.2,0,49,78141.95,46,63486.96667,2022-07-01,752,12.81208936,9,59,0,478102.4667,0,39,254642.3333,36,47086.43333,2021-08-01,2022-10-01
3,27,0,77,208430.6167,0,43,89759.5,38,41790.13333,2022-07-01,752,12.81208936,9,97,0,677326.5667,0,50,90384.31667,44,77887.21667,2021-09-01,2022-11-01
3,27,0,38,222765.2833,0,21,114581.4833,17,26101.08333,2022-07-01,752,12.81208936,9,68,0,326585.8667,0,40,34278.68333,36,30026.81667,2021-10-01,2022-12-01
3,27,0,40,537703.9,0,21,24416.86667,20,23437.93333,2022-07-01,752,12.81208936,9,53,0,600619.7667,0,27,113286.15,23,102629.1,2021-11-01,2023-01-01
3,27,0,55,267737.6333,0,27,39324.03333,27,39324.03333,2022-07-01,752,12.81208936,9,71,0,660045.2833,0,48,209327.4167,42,87835.06667,2021-12-01,2023-02-01
3,27,0,59,365579.5833,0,32,13564.73333,30,13478.2,2022-07-01,752,12.81208936,9,54,0,341391.3167,0,32,99814.15,30,32291.6,2022-01-01,2023-03-01
3,27,0,56,210075.1833,0,29,13807.23333,28,13776.4,2022-07-01,752,12.81208936,9,51,0,499491.5333,0,40,308125.6667,33,29432.16667,2022-02-01,2023-04-01
3,27,0,47,325983.9,0,25,21362.95,24,20731.5,2022-07-01,752,12.81208936,9,29,0,236413.3167,0,18,28747.28333,18,28747.25,2022-03-01,2023-05-01
3,27,0,47,155691.7667,0,29,13838.9,28,13838.05,2022-07-01,752,12.81208936,9,41,0,258141.2333,0,31,39623.75,31,39623.75,2022-04-01,2023-06-01
3,27,0,55,518782.5167,0,37,179639.75,34,179543.55,2022-07-01,752,12.81208936,9,41,0,423274.8833,0,22,30145.25,21,29264.43333,2022-05-01,2023-07-01
3,27,0,50,337680.75,0,34,177841.8167,33,88960.93333,2022-07-01,752,12.81208936,9,55,0,277249.4333,0,40,50889.46667,38,49413.05,2022-06-01,2023-08-01
3,42,0,2,73520.53333,0,1,68239.53333,0,0,2021-10-01,196,35.67674113,5,44,0,1271197.683,0,27,385679.8333,25,81303.98333,2019-03-01,2021-11-01
3,42,0,21,869511.5833,0,13,4410.116667,11,2005.466667,2021-10-01,196,35.67674113,5,24,0,1583044.533,0,15,235446.15,4,14814.78333,2019-04-01,2021-12-01
3,42,0,19,885998.05,0,8,97976.56667,8,97976.56667,2021-10-01,196,35.67674113,5,51,0,914182.5333,0,36,441766.8167,29,309564.5167,2019-05-01,2022-01-01
3,42,0,45,1542242.183,0,25,586215.8833,21,73510.81667,2021-10-01,196,35.67674113,5,31,0,712029.2,0,25,340600,20,145138.2833,2019-06-01,2022-02-01
3,42,0,14,948160.2333,0,5,74807.75,2,11360.03333,2021-10-01,196,35.67674113,5,38,0,607435.7833,0,25,319658.2333,15,251736.15,2019-07-01,2022-03-01
3,42,0,41,1528657.517,0,25,160837.1333,19,59588.18333,2021-10-01,196,35.67674113,5,39,0,681229.4333,0,24,317970.8167,20,234173.2833,2019-08-01,2022-04-01
3,42,0,16,763064.8167,0,6,218075.2667,5,52189.38333,2021-10-01,196,35.67674113,5,30,2,504762.5333,0,23,221653.4167,22,221647.8167,2019-09-01,2022-05-01
3,42,0,15,685712.5,0,6,2855.366667,6,2855.35,2021-10-01,196,35.67674113,5,29,0,711322.65,0,18,173322.0333,17,173169.7667,2019-10-01,2022-06-01
3,42,0,22,579589.9667,0,10,96106.81667,10,96106.81667,2021-10-01,196,35.67674113,5,20,0,331410.4833,0,14,126897.8333,11,29193.65,2019-11-01,2022-07-01
3,42,0,41,974111.95,0,20,128117.0833,15,53878.48333,2021-10-01,196,35.67674113,5,52,0,628996.9833,0,37,136140.9,36,135023.3833,2019-12-01,2022-08-01
3,42,0,39,1563503.733,0,20,604206.0833,18,14682.98333,2021-10-01,196,35.67674113,5,43,0,297614.0333,0,36,185976.1833,29,131816.9167,2020-01-01,2022-09-01
3,42,0,22,854182.35,0,10,75062.43333,10,75062.43333,2021-10-01,196,35.67674113,5,56,3,1073631.9,0,46,482514.2,38,325530.2,2020-02-01,2022-10-01
3,42,0,10,219757.8833,0,3,75.43333333,3,75.41666667,2021-10-01,196,35.67674113,5,41,9,559277.1833,1,29,74221.78333,29,74221.73333,2020-03-01,2022-11-01
3,42,1,8,296799.8833,0,4,30612.96667,2,36.55,2021-10-01,196,35.67674113,5,20,3,370854.9833,0,15,27090.91667,15,27090.91667,2020-04-01,2022-12-01
3,42,0,4,186367.2667,0,0,0,0,0,2021-10-01,196,35.67674113,5,24,1,320820.0167,1,22,308254.6833,18,247774.1,2020-05-01,2023-01-01
3,42,0,8,166973.85,0,0,0,0,0,2021-10-01,196,35.67674113,5,32,1,352309.1833,0,23,133411.4167,20,81995.46667,2020-06-01,2023-02-01
3,42,0,6,1130972.05,0,1,5718.116667,1,5718.116667,2021-10-01,196,35.67674113,5,22,0,91095.11667,0,22,91095.11667,22,91095.11667,2020-07-01,2023-03-01
3,42,0,5,470064.45,0,2,1909.833333,2,1909.833333,2021-10-01,196,35.67674113,5,17,0,326493.55,0,15,171066,15,171065.9667,2020-08-01,2023-04-01
3,42,0,5,256607.2,0,1,8849.983333,0,0,2021-10-01,196,35.67674113,5,20,0,92857.7,0,18,41704.38333,18,41704.36667,2020-09-01,2023-05-01
3,42,0,3,53046.5,0,2,52932.3,1,2.416666667,2021-10-01,196,35.67674113,5,46,0,624907.2667,0,28,215589.6333,26,124823.6833,2020-10-01,2023-06-01
3,42,0,6,190135.0833,0,0,0,0,0,2021-10-01,196,35.67674113,5,62,1,1487253.467,0,40,276583.3667,40,276583.3333,2020-11-01,2023-07-01
3,42,0,12,755000.8,0,0,0,0,0,2021-10-01,196,35.67674113,5,56,4,1430602.517,0,33,422388.3667,24,280066.6333,2020-12-01,2023-08-01
3,42,0,5,1021398.05,0,0,0,0,0,2021-10-01,196,35.67674113,5,30,3,713481.1167,0,25,194363,22,38932.95,2021-01-01,2023-09-01
3,42,0,7,240387.15,0,4,18040.01667,2,483.4833333,2021-10-01,196,35.67674113,5,22,5,1323089.583,0,17,1031065.283,4,279260.5833,2021-02-01,2023-10-01
3,42,0,16,624147.6167,0,4,48353,3,38005.66667,2021-10-01,196,35.67674113,5,13,1,356331.4167,0,10,332664.0333,0,0,2021-03-01,2023-11-01
3,42,0,8,337796.6667,0,0,0,0,0,2021-10-01,196,35.67674113,5,38,5,966493.4667,0,32,888313.15,10,185690.7667,2021-04-01,2023-12-01
3,42,0,23,244568.6,0,13,38762.23333,13,38762.23333,2021-10-01,196,35.67674113,5,16,3,816964.1167,2,14,573480.7667,2,216436.75,2021-05-01,2024-01-01
3,42,0,35,300913.65,0,25,152419.0833,19,149608.25,2021-10-01,196,35.67674113,5,23,3,515737.5167,1,22,416676.5,10,107056.0333,2021-06-01,2024-02-01
3,42,0,47,868186.3667,0,30,135268.75,24,72000,2021-10-01,196,35.67674113,5,20,4,721340.4167,2,18,620376.2,6,233218.9833,2021-07-01,2024-03-01
3,42,0,100,1237958.383,0,79,50200.8,67,39677.98333,2021-10-01,196,35.67674113,5,25,4,498125.4833,3,23,436065,5,72344.06667,2021-08-01,2024-04-01
3,42,0,33,1000784.817,0,24,197513.7667,22,164953.5833,2021-10-01,196,35.67674113,5,8,14,66642.06667,12,8,66642.08333,3,9124.316667,2021-09-01,2024-05-01
3,48,0,21,544877.7333,0,16,362369.5167,13,271029.5,2021-12-01,1668,34.65834428,6,115,4,5967749.967,0,90,1184956.983,63,726675.35,2019-07-01,2022-01-01
3,48,2,36,809037.2667,0,28,217286.4333,25,200430.9667,2021-12-01,1668,34.65834428,6,89,7,6381584.017,1,68,2218663.817,52,313857.9833,2019-08-01,2022-02-01
3,48,2,53,1587087.1,0,37,314114.3667,31,241974.6667,2021-12-01,1668,34.65834428,6,63,2,3328216.933,1,49,1372257.917,39,246121.4833,2019-09-01,2022-03-01
3,48,1,63,3932707.35,0,39,770572.8167,33,634979.0167,2021-12-01,1668,34.65834428,6,62,10,4884372.867,1,48,1834587.7,39,1281654.417,2019-10-01,2022-04-01
3,48,1,45,2908970.55,0,25,245928.2833,25,245928.2167,2021-12-01,1668,34.65834428,6,62,5,4367104.167,1,51,2096224.167,34,1011834.167,2019-11-01,2022-05-01
3,48,0,53,3383342.433,0,33,659944.5167,27,509314.7167,2021-12-01,1668,34.65834428,6,56,4,7175185.767,0,35,2803065.917,21,270086.45,2019-12-01,2022-06-01
3,48,5,89,7027501.167,0,60,1045178.1,47,534538.2333,2021-12-01,1668,34.65834428,6,33,5,4372699.9,1,20,1182966.217,15,858338.1833,2020-01-01,2022-07-01
3,48,3,105,7924222.717,0,66,1024690.683,55,640614.2,2021-12-01,1668,34.65834428,6,73,6,3238702.117,0,63,1875658,50,914472.3333,2020-02-01,2022-08-01
3,48,9,133,10358997.53,0,73,1023799.183,64,720575.1333,2021-12-01,1668,34.65834428,6,108,3,3787589.633,0,95,1073300.133,77,441314.1667,2020-03-01,2022-09-01
3,48,3,145,10724935.53,0,86,1917231.733,77,1100708.983,2021-12-01,1668,34.65834428,6,143,5,4240882.267,0,124,2490715.5,110,675302.8833,2020-04-01,2022-10-01
3,48,2,169,13403455.48,0,118,5568501.283,93,2295440.233,2021-12-01,1668,34.65834428,6,57,3,7842416.2,1,41,3536334.85,38,3204985.517,2020-05-01,2022-11-01
3,48,4,153,14262154.63,0,110,5317661.45,96,1299158.117,2021-12-01,1668,34.65834428,6,34,5,4746318.983,1,22,1784646.117,17,1156952.017,2020-06-01,2022-12-01
3,48,1,217,9820991.9,0,176,2353763.033,143,1105154.417,2021-12-01,1668,34.65834428,6,84,4,5392152.533,1,69,2316426.933,63,722407.6167,2020-07-01,2023-01-01
3,48,2,160,13843479.07,0,131,3176362.05,108,789094.7667,2021-12-01,1668,34.65834428,6,62,1,3758043.833,0,49,2828130.583,45,1427356.7,2020-08-01,2023-02-01
3,48,0,84,5882044.633,0,65,2391927.1,58,614083.3167,2021-12-01,1668,34.65834428,6,71,6,2181999.983,2,56,464129.7333,50,389126.2667,2020-09-01,2023-03-01
3,48,1,63,3616624.517,0,43,712872.9667,38,270902.9333,2021-12-01,1668,34.65834428,6,82,4,3737574.833,1,67,1217253.833,61,1195193.017,2020-10-01,2023-04-01
3,48,1,123,6528746,0,93,595398.5833,82,198680.6333,2021-12-01,1668,34.65834428,6,99,2,3314759.567,1,88,2401866.45,78,827147.9667,2020-11-01,2023-05-01
3,48,2,136,6965134.85,0,104,2402032.333,85,634854.9833,2021-12-01,1668,34.65834428,6,39,5,3756180.95,2,23,1397958.467,21,1112759.567,2020-12-01,2023-06-01
3,48,3,72,8214583.7,0,51,793282.15,46,728174,2021-12-01,1668,34.65834428,6,37,3,3047111.133,0,30,1998114.817,25,1493184.65,2021-01-01,2023-07-01
3,48,1,104,6522542.067,0,87,1632822.567,69,355181.6167,2021-12-01,1668,34.65834428,6,22,4,2374177.833,2,12,909048.4333,12,909048.4333,2021-02-01,2023-08-01
3,48,4,73,9895110.183,0,35,3901653.05,30,1414304.167,2021-12-01,1668,34.65834428,6,46,3,1091940.8,2,38,262400.1833,38,262400.15,2021-03-01,2023-09-01
3,48,7,78,8128511.2,0,53,2758996.717,35,1650135.767,2021-12-01,1668,34.65834428,6,90,17,4460942.55,8,77,2679687.967,55,1439948.55,2021-04-01,2023-10-01
3,48,2,52,4782726.3,0,43,1385051.933,35,806655.4167,2021-12-01,1668,34.65834428,6,91,14,2564543.017,5,81,1453966.7,70,881050.1,2021-05-01,2023-11-01
3,48,1,72,4609588.417,0,62,1432067.6,45,705635.8,2021-12-01,1668,34.65834428,6,22,7,1401470.183,2,15,577655.45,14,522727.1667,2021-06-01,2023-12-01
3,48,3,41,3838856.35,0,32,1299349.4,28,671476.8667,2021-12-01,1668,34.65834428,6,89,16,1619516.717,6,80,1132039,72,733231.1333,2021-07-01,2024-01-01
3,48,2,101,3128967.133,0,87,951717.9,73,262203.2333,2021-12-01,1668,34.65834428,6,39,24,792561.4,12,30,664598.15,26,609762.2667,2021-08-01,2024-02-01
3,48,4,112,3706565.167,0,100,1915445.683,83,744315.5333,2021-12-01,1668,34.65834428,6,94,20,879682.95,11,84,698548.2167,70,579914.5333,2021-09-01,2024-03-01
3,48,5,87,1987600.467,1,75,1262414.75,69,1219800.3,2021-12-01,1668,34.65834428,6,56,22,751340.5833,7,46,648436.8167,42,580948.4333,2021-10-01,2024-04-01
3,48,4,85,2920154.083,0,74,1297465.783,59,518410.7333,2021-12-01,1668,34.65834428,6,94,62,197088.75,26,76,147270.6,67,126595.6333,2021-11-01,2024-05-01
3,53,0,55,4973528.283,0,29,335303.8,23,230190.05,2022-02-01,453,30.48620237,5,44,8,1939049.8,1,25,139789.2333,21,46961.86667,2019-11-01,2022-03-01
3,53,1,35,3033212.167,0,16,29343.65,15,29231.46667,2022-02-01,453,30.48620237,5,44,4,1654380.483,0,27,323573.5,17,66976.3,2019-12-01,2022-04-01
3,53,2,41,5907652.117,0,21,118602.3333,20,107093.6167,2022-02-01,453,30.48620237,5,75,3,5166676.85,0,59,4047242.5,46,3243013.25,2020-01-01,2022-05-01
3,53,2,38,5139793.367,0,17,84808.91667,14,54243,2022-02-01,453,30.48620237,5,39,5,2132429.267,1,27,170273.3,26,144337.75,2020-02-01,2022-06-01
3,53,0,43,3193770.217,0,29,316935.2167,24,212480,2022-02-01,453,30.48620237,5,62,2,3686874.783,0,43,468128.6833,42,463362.75,2020-03-01,2022-07-01
3,53,1,52,3767672.9,0,31,753871.6333,11,92359.76667,2022-02-01,453,30.48620237,5,44,1,2591920.1,0,27,781031.65,25,667373.1,2020-04-01,2022-08-01
3,53,2,40,4997730.517,0,25,147377.6167,13,54120.78333,2022-02-01,453,30.48620237,5,52,6,4671033.833,0,31,1838240.167,28,1067392.05,2020-05-01,2022-09-01
3,53,2,64,4562381.8,1,45,359757.65,31,134593.8333,2022-02-01,453,30.48620237,5,22,4,2157864.417,1,13,601363.15,9,46152.38333,2020-06-01,2022-10-01
3,53,0,46,4017320.283,0,31,280986.7167,24,175639.0167,2022-02-01,453,30.48620237,5,72,8,2536003.917,3,56,914371.4333,54,834668.4833,2020-07-01,2022-11-01
3,53,2,31,4608595.8,0,21,437514.2167,13,102570.9333,2022-02-01,453,30.48620237,5,58,5,1220459.933,0,42,649786.6833,37,482702.0667,2020-08-01,2022-12-01
3,53,1,36,936710.1667,0,25,244056.2667,18,179538.85,2022-02-01,453,30.48620237,5,28,9,1189830.317,1,24,82662.96667,23,74153.2,2020-09-01,2023-01-01
3,53,3,41,2380680.7,0,30,349018.85,18,59036.45,2022-02-01,453,30.48620237,5,44,2,2458059.433,0,33,813787.4333,29,275923.9833,2020-10-01,2023-02-01
3,53,2,40,1794728.117,0,28,530514.2333,17,60172.35,2022-02-01,453,30.48620237,5,52,2,651613.6333,0,47,223662.05,40,189355.5333,2020-11-01,2023-03-01
3,53,1,33,3424913.25,0,23,990567.3333,5,58763.85,2022-02-01,453,30.48620237,5,50,2,1142027.017,0,41,327117.4833,30,236025.2167,2020-12-01,2023-04-01
3,53,0,25,2887943.6,0,12,350532.7833,7,65283.28333,2022-02-01,453,30.48620237,5,49,3,440750.2333,0,45,164424.6167,41,157089.4,2021-01-01,2023-05-01
3,53,1,19,321152.1167,0,16,278997.4,7,46006.38333,2022-02-01,453,30.48620237,5,126,0,672117.95,0,123,501081.8667,106,103252,2021-02-01,2023-06-01
3,53,5,43,1058613.717,0,34,250231.25,28,43745.13333,2022-02-01,453,30.48620237,5,65,5,740423.3333,1,49,88285.86667,37,50718.78333,2021-03-01,2023-07-01
3,53,1,29,694963.8,0,22,442110.6167,15,60571.08333,2022-02-01,453,30.48620237,5,45,4,356522.15,0,32,68852.01667,32,68851.96667,2021-04-01,2023-08-01
3,53,0,41,2888541.917,0,26,355655.55,17,37674.05,2022-02-01,453,30.48620237,5,61,1,365574.0667,0,57,93476.83333,53,91670.96667,2021-05-01,2023-09-01
3,53,2,20,2310818.483,1,7,82516.36667,5,21956.66667,2022-02-01,453,30.48620237,5,45,1,380716.2167,0,37,40127.81667,35,39021.58333,2021-06-01,2023-10-01
3,53,1,42,608704.4167,0,31,330627.4833,23,65307.65,2022-02-01,453,30.48620237,5,68,10,446333,0,53,110875.5167,47,105088.4,2021-07-01,2023-11-01
3,53,0,21,909357.1667,0,8,633406.65,2,87596.15,2022-02-01,453,30.48620237,5,27,3,404414.6833,0,23,280222.5,23,280222.5,2021-08-01,2023-12-01
3,53,0,49,1916097.717,0,37,492479.25,29,27150.51667,2022-02-01,453,30.48620237,5,60,7,372007.1667,2,52,304481.8833,45,161188.1833,2021-09-01,2024-01-01
3,53,1,18,3002435.917,0,9,102567.35,7,57069.31667,2022-02-01,453,30.48620237,5,40,5,706330.3333,0,34,633349.75,29,605232.2167,2021-10-01,2024-02-01
3,53,0,21,1805851.35,0,12,234649.1333,8,53456.9,2022-02-01,453,30.48620237,5,27,6,684536.3167,1,21,569147.75,19,518420.0333,2021-11-01,2024-03-01
3,53,3,20,570894.5167,0,13,217558.0167,8,54007.65,2022-02-01,453,30.48620237,5,56,12,397413.9167,2,48,259420.6333,38,234122.0833,2021-12-01,2024-04-01
3,53,7,50,3813370.333,0,29,82414.15,26,48651.78333,2022-02-01,453,30.48620237,5,13,17,106021.1,10,9,56619.35,8,56596.65,2022-01-01,2024-05-01
3,58,11,78,5327326.383,0,64,1073928.55,60,602842.3833,2021-12-01,562,59.55978975,4,109,28,4516528.167,1,84,1468830.183,77,393204.5,2019-07-01,2022-01-01
3,58,14,116,8645256.117,0,82,293440.2167,79,283387.1667,2021-12-01,562,59.55978975,4,63,14,2552646.817,1,53,416578.75,43,258040.0667,2019-08-01,2022-02-01
3,58,7,119,9458151.85,0,100,4627685.15,94,279984.4333,2021-12-01,562,59.55978975,4,74,15,2537021.05,0,59,358363.7,47,214234.5333,2019-09-01,2022-03-01
3,58,9,118,9668071.867,0,99,4395510.9,91,342219.3167,2021-12-01,562,59.55978975,4,162,25,9027949.167,4,126,2170529.95,102,418073.65,2019-10-01,2022-04-01
